target,setsize,location,dyn,resp,rt,sub,exp,correct
Absent,8,3,Dynamic,2,2.5714542490623,10,4,1
Absent,8,1,Dynamic,2,1.34091186436126,10,4,1
Present,8,3,Dynamic,1,0.930824742870755,10,4,1
Absent,16,1,Dynamic,2,1.41091586815764,10,4,1
Present,8,2,Dynamic,1,1.36089669792091,10,4,1
Absent,12,4,Dynamic,2,1.39088472128424,10,4,1
Present,16,1,Dynamic,1,1.2308715848103,10,4,1
Absent,16,2,Dynamic,2,1.76095537582023,10,4,1
Absent,8,2,Dynamic,2,0.750813477976408,10,4,1
Absent,12,1,Dynamic,2,1.65090441279699,10,4,1
Absent,8,4,Dynamic,2,3.10112458314688,10,4,1
Present,12,4,Dynamic,1,1.57090134462305,10,4,1
Absent,16,4,Dynamic,2,1.6309494897514,10,4,1
Absent,12,2,Dynamic,2,1.66090097104188,10,4,1
Present,8,3,Dynamic,1,1.19086923506165,10,4,1
Present,16,2,Dynamic,1,0.990861515173492,10,4,1
Present,8,4,Dynamic,1,1.04088662260347,10,4,1
Absent,8,1,Dynamic,2,1.74091228472298,10,4,1
Present,12,1,Dynamic,1,0.930818926306529,10,4,1
Absent,8,4,Dynamic,2,1.90097648847586,10,4,1
Absent,12,3,Dynamic,2,2.04095752507783,10,4,1
Present,8,1,Dynamic,1,0.900825106426964,10,4,1
Present,16,4,Dynamic,1,1.60087878943796,10,4,1
Present,12,2,Dynamic,1,2.2309733705124,10,4,1
Present,8,1,Dynamic,1,0.700790693563249,10,4,1
Absent,16,2,Dynamic,2,1.25085662654601,10,4,1
Absent,16,3,Dynamic,1,2.12099240140924,10,4,0
Present,12,4,Dynamic,1,1.06082196006173,10,4,1
Present,12,3,Dynamic,1,1.44089719513704,10,4,1
Absent,12,2,Dynamic,2,1.5909077135384,10,4,1
Present,8,2,Dynamic,1,2.27100952831279,10,4,1
Absent,16,1,Static,2,1.59092131414855,10,4,1
Absent,8,3,Static,2,1.10085969906413,10,4,1
Absent,16,3,Static,2,1.20087541417979,10,4,1
Absent,12,2,Static,2,0.980877826081269,10,4,1
Present,16,1,Static,1,0.930835068133092,10,4,1
Present,12,1,Static,1,1.11084959634627,10,4,1
Absent,12,1,Static,2,1.07084229414704,10,4,1
Present,12,1,Static,1,0.570784203684525,10,4,1
Present,8,3,Static,1,0.550754846190102,10,4,1
Present,8,3,Static,1,0.920837590303563,10,4,1
Present,8,4,Static,1,0.850821215907672,10,4,1
Absent,16,4,Static,2,1.3608921745199,10,4,1
Absent,12,1,Static,2,1.60089973802587,10,4,1
Absent,8,4,Static,2,1.01084611349143,10,4,1
Absent,16,3,Static,2,1.58087105685263,10,4,1
Absent,12,3,Static,2,1.95094886656079,10,4,1
Absent,8,1,Static,2,0.880818213562634,10,4,1
Absent,8,3,Static,2,0.650823362827396,10,4,1
Present,16,1,Static,2,1.48089822666134,10,4,0
Present,12,3,Static,1,0.920843108471672,10,4,1
Present,12,2,Static,1,0.590781826201237,10,4,1
Present,12,2,Static,1,0.590815475864474,10,4,1
Present,16,2,Static,1,1.42092252143539,10,4,1
Present,12,4,Static,1,0.840848899307275,10,4,1
Absent,8,1,Static,2,1.29090937226374,10,4,1
Absent,12,4,Static,2,1.41093292021105,10,4,1
Present,12,4,Static,1,0.730788097211189,10,4,1
Present,12,3,Static,2,1.00085396603663,10,4,0
Absent,16,1,Static,2,1.86093114319738,10,4,1
Present,8,2,Static,2,0.76082816791677,10,4,0
Absent,8,2,Static,2,1.29086938710043,10,4,1
Present,8,1,Static,1,0.750803520947557,10,4,1
Present,16,4,Static,1,0.760780659345983,10,4,1
Present,16,3,Static,1,1.20085506940268,10,4,1
Present,16,4,Static,1,0.880812677684844,10,4,1
Absent,16,2,Static,2,1.93098716192253,10,4,1
Absent,12,2,Static,2,1.43092715944931,10,4,1
Present,16,3,Static,1,1.3608896182659,10,4,1
Present,8,2,Static,1,0.74077158113505,10,4,1
Absent,16,2,Static,2,2.03096987128538,10,4,1
Present,8,4,Static,1,1.10083629947985,10,4,1
Absent,12,3,Static,2,1.4208691381582,10,4,1
Present,8,1,Static,1,0.770799762753086,10,4,1
Absent,8,2,Static,2,1.13085355904059,10,4,1
Present,16,2,Static,2,1.99095302840942,10,4,0
Absent,12,4,Static,2,1.62098982677617,10,4,1
Absent,16,4,Static,2,2.21100382168333,10,4,1
Absent,8,4,Static,2,1.19088861982254,10,4,1
Present,12,1,Dynamic,1,1.45093583868493,10,4,1
Present,8,1,Dynamic,1,0.830824277732063,10,4,1
Absent,8,2,Dynamic,2,1.71094235562941,10,4,1
Absent,8,2,Dynamic,2,1.68091693610313,10,4,1
Present,16,1,Dynamic,1,1.16085603777265,10,4,1
Absent,8,1,Dynamic,2,1.04081901986865,10,4,1
Present,16,4,Dynamic,1,1.29088456156023,10,4,1
Present,12,3,Dynamic,1,1.49089008106512,10,4,1
Absent,16,4,Dynamic,1,1.31090685209801,10,4,0
Absent,8,4,Dynamic,2,1.17085206739102,10,4,1
Present,16,3,Dynamic,1,1.50088622830481,10,4,1
Present,8,4,Dynamic,1,1.04082855820525,10,4,1
Absent,12,3,Dynamic,2,1.36086567234543,10,4,1
Absent,12,4,Dynamic,1,1.11085385910883,10,4,0
Absent,12,1,Dynamic,2,1.90091913047218,10,4,1
Present,16,2,Dynamic,1,1.58097793100478,10,4,1
Absent,8,1,Dynamic,2,1.53093482721033,10,4,1
Absent,16,1,Dynamic,2,1.94095025328625,10,4,1
Absent,16,2,Dynamic,2,1.64093802837579,10,4,1
Present,12,2,Dynamic,1,0.950869786411204,10,4,1
Present,8,3,Dynamic,1,0.630804440865177,10,4,1
Absent,12,1,Dynamic,1,2.13097879211091,10,4,0
Absent,12,2,Dynamic,2,1.46093472295524,10,4,1
Present,8,2,Dynamic,1,1.20087215386957,10,4,1
Absent,12,3,Dynamic,2,1.61093120668556,10,4,1
Present,12,3,Dynamic,1,1.13082719453541,10,4,1
Present,8,1,Dynamic,1,1.28087532262271,10,4,1
Present,8,4,Dynamic,1,1.33086146672213,10,4,1
Absent,12,4,Dynamic,2,2.18100134094766,10,4,1
Absent,8,3,Dynamic,2,1.74091631692227,10,4,1
Present,12,1,Dynamic,1,0.860815714113414,10,4,1
Absent,16,3,Dynamic,2,2.06094695254342,10,4,1
Present,12,4,Dynamic,1,1.58089223132629,10,4,1
Present,8,3,Dynamic,1,1.39087904239022,10,4,1
Absent,16,2,Dynamic,2,2.45100831534455,10,4,1
Present,16,1,Dynamic,1,3.52111482426972,10,4,1
Present,16,3,Dynamic,1,1.47085847272956,10,4,1
Absent,16,4,Dynamic,2,1.64093238957958,10,4,1
Present,16,4,Dynamic,1,0.900826196427261,10,4,1
Absent,16,3,Dynamic,2,0.990868179144854,10,4,1
Present,8,2,Dynamic,1,1.11087911824234,10,4,1
Absent,8,3,Dynamic,1,1.77089874659941,10,4,0
Absent,8,4,Dynamic,2,1.07082921715119,10,4,1
Present,16,2,Dynamic,1,1.57094015424445,10,4,1
Present,12,2,Dynamic,1,1.03083559107927,10,4,1
Present,12,4,Dynamic,1,0.960855510482361,10,4,1
Absent,12,2,Dynamic,2,1.1808666798097,10,4,1
Absent,16,1,Dynamic,2,1.72098403928248,10,4,1
Present,16,3,Static,1,0.790776148310215,10,4,1
Absent,8,1,Static,2,0.690793729324469,10,4,1
Absent,12,1,Static,2,1.25091046861326,10,4,1
Present,8,3,Static,1,0.560790652796641,10,4,1
Absent,12,2,Static,2,1.28085388483851,10,4,1
Absent,16,4,Static,2,1.52091303723137,10,4,1
Present,16,3,Static,1,0.72076838765588,10,4,1
Present,8,2,Static,1,0.630796185333566,10,4,1
Absent,16,2,Static,2,1.46092814151962,10,4,1
Absent,8,3,Static,2,0.730798590550876,10,4,1
Present,12,1,Static,1,0.560744369557142,10,4,1
Present,12,3,Static,2,0.750854455567605,10,4,0
Absent,8,3,Static,2,1.53091616655456,10,4,1
Present,8,4,Static,1,0.770831690871091,10,4,1
Present,8,3,Static,1,0.96081168325145,10,4,1
Absent,16,1,Static,2,2.05096624340877,10,4,1
Present,16,2,Static,1,1.34087729478142,10,4,1
Present,16,4,Static,1,0.740789116705855,10,4,1
Absent,12,2,Static,2,2.68104758475783,10,4,1
Present,16,2,Static,1,1.93106573650221,10,4,1
Absent,12,1,Static,2,1.12086447174079,10,4,1
Absent,12,4,Static,2,1.24084458307971,10,4,1
Absent,16,2,Static,2,1.23086028215766,10,4,1
Absent,8,4,Static,2,0.810848110042571,10,4,1
Absent,8,4,Static,2,0.920831349701984,10,4,1
Present,12,1,Static,1,1.12084311448689,10,4,1
Absent,8,2,Static,2,0.89085032379262,10,4,1
Absent,12,3,Static,2,1.47088348158559,10,4,1
Present,16,1,Static,1,1.11084338347791,10,4,1
Present,12,4,Static,1,0.610769709890519,10,4,1
Present,8,1,Static,1,1.10086053878513,10,4,1
Present,8,1,Static,1,0.770802677217034,10,4,1
Present,12,2,Static,1,1.17084412028089,10,4,1
Present,16,1,Static,1,0.960827627595791,10,4,1
Absent,8,1,Static,2,1.63090520139303,10,4,1
Absent,8,2,Static,2,1.67091681146576,10,4,1
Absent,16,3,Static,2,1.79093686553097,10,4,1
Present,12,4,Static,1,0.7707789915994,10,4,1
Absent,16,4,Static,2,1.65094757105726,10,4,1
Present,8,2,Static,1,0.810807628664406,10,4,1
Present,12,3,Static,1,0.780780351928115,10,4,1
Present,16,4,Static,1,0.870785466775487,10,4,1
Present,12,2,Static,1,0.660792566479358,10,4,1
Absent,12,4,Static,2,1.60092056665326,10,4,1
Absent,12,3,Static,2,1.35089995923317,10,4,1
Absent,16,1,Static,2,1.57086085555966,10,4,1
Present,8,4,Static,1,0.590857361010421,10,4,1
Absent,16,3,Static,2,1.98092794036074,10,4,1
Present,8,3,Static,1,0.81260440447295,11,4,1
Present,16,4,Static,2,1.0308522969699,11,4,0
Present,16,2,Static,1,1.07083823547146,11,4,1
Absent,16,4,Static,2,1.890960441282,11,4,1
Absent,12,1,Static,2,1.28096161081885,11,4,1
Absent,12,4,Static,2,1.76096471109122,11,4,1
Absent,16,4,Static,2,2.57102794355524,11,4,1
Present,12,3,Static,1,1.03085800330155,11,4,1
Present,16,1,Static,1,0.770864885853371,11,4,1
Present,8,4,Static,1,1.04089354616735,11,4,1
Absent,16,1,Static,2,1.91098633414003,11,4,1
Absent,16,2,Static,2,1.49088817833035,11,4,1
Present,12,1,Static,1,1.43088852651817,11,4,1
Present,8,1,Static,1,0.720799974938927,11,4,1
Present,8,3,Static,1,0.920827687259589,11,4,1
Absent,12,1,Static,2,1.29090322090269,11,4,1
Present,16,3,Static,1,0.940853813021022,11,4,1
Absent,12,3,Static,2,1.40086962748683,11,4,1
Absent,16,2,Static,2,1.93094920972726,11,4,1
Present,16,3,Static,1,1.19090769120157,11,4,1
Absent,16,3,Static,2,1.33088932013197,11,4,1
Absent,12,3,Static,2,1.21086654425562,11,4,1
Present,8,1,Static,1,0.87085622059567,11,4,1
Present,12,3,Static,1,0.990838321682531,11,4,1
Absent,8,3,Static,2,0.900835602344159,11,4,1
Present,12,4,Static,1,0.930843704889412,11,4,1
Present,12,2,Static,1,0.940806680055175,11,4,1
Absent,12,2,Static,2,0.920819805254723,11,4,1
Absent,12,2,Static,2,1.15081432614716,11,4,1
Present,12,2,Static,1,0.800845686419052,11,4,1
Present,16,4,Static,1,0.760825212855707,11,4,1
Absent,8,1,Static,2,1.29086961846406,11,4,1
Present,8,2,Static,1,0.960852240830718,11,4,1
Absent,12,4,Static,2,1.13081867515029,11,4,1
Absent,16,1,Static,2,1.93093929507086,11,4,1
Present,16,2,Static,1,0.840844178383122,11,4,1
Present,16,1,Static,1,0.660871289897841,11,4,1
Absent,8,2,Static,2,0.760841347439055,11,4,1
Absent,8,4,Static,2,0.820827135237778,11,4,1
Absent,8,2,Static,2,0.76082451113507,11,4,1
Absent,8,1,Static,2,0.99086445078683,11,4,1
Absent,8,4,Static,2,1.06084550764535,11,4,1
Present,8,2,Static,1,0.590779960170039,11,4,1
Present,12,4,Static,1,0.910837753621308,11,4,1
Absent,8,3,Static,2,0.870835748035461,11,4,1
Absent,16,3,Static,2,1.1607365987893,11,4,1
Present,12,1,Static,1,1.4108933166026,11,4,1
Present,8,4,Static,1,0.940839275021062,11,4,1
Absent,16,3,Static,2,1.86093492134023,11,4,1
Present,16,1,Static,1,1.1508644614787,11,4,1
Absent,8,3,Static,2,0.930834274420704,11,4,1
Absent,12,3,Static,2,1.34093695800402,11,4,1
Present,12,4,Static,1,0.740865099041912,11,4,1
Absent,12,4,Static,2,1.71094837668534,11,4,1
Absent,8,4,Static,2,0.700796505092512,11,4,1
Present,16,1,Static,2,1.98097123543084,11,4,0
Absent,16,1,Static,2,2.22098082362209,11,4,1
Present,12,3,Static,1,1.34089028082235,11,4,1
Present,16,4,Static,2,1.98094653449698,11,4,0
Present,8,4,Static,1,0.600816643498547,11,4,1
Absent,12,4,Static,2,2.01107055910506,11,4,1
Absent,12,3,Static,2,2.07096094986264,11,4,1
Absent,16,1,Static,2,2.40106383995408,11,4,1
Present,8,1,Static,1,0.860819399258617,11,4,1
Present,16,4,Static,1,1.02084135144833,11,4,1
Absent,8,1,Static,2,0.780827725686322,11,4,1
Present,12,3,Static,1,0.91082948834628,11,4,1
Present,16,2,Static,2,1.58095514762863,11,4,0
Present,12,1,Static,1,0.60079534390934,11,4,1
Present,12,2,Static,1,0.720880179373125,11,4,1
Present,8,1,Static,1,0.710814144033066,11,4,1
Absent,8,4,Static,2,1.03086192792944,11,4,1
Present,8,3,Static,2,0.960896712265821,11,4,0
Present,12,1,Static,1,0.850812153148581,11,4,1
Present,12,4,Static,1,0.690798458885183,11,4,1
Present,12,2,Static,1,1.06123152200053,11,4,1
Absent,8,3,Static,2,1.2909090926405,11,4,1
Absent,12,1,Static,2,1.37090503435138,11,4,1
Absent,8,1,Static,2,1.25090871103748,11,4,1
Present,8,2,Static,1,0.670826283147107,11,4,1
Absent,16,4,Static,2,2.06097335696904,11,4,1
Absent,16,2,Static,2,1.87094201173568,11,4,1
Present,8,2,Static,1,0.790854893004507,11,4,1
Present,16,3,Static,1,0.890861021372984,11,4,1
Absent,16,4,Static,2,1.79094315554175,11,4,1
Absent,16,3,Static,2,1.96094539503611,11,4,1
Absent,16,2,Static,2,2.36105157920792,11,4,1
Absent,8,2,Static,2,1.22088268719199,11,4,1
Present,16,3,Static,1,1.99095762002798,11,4,1
Present,8,3,Static,1,1.14085515798797,11,4,1
Absent,12,1,Static,2,1.52087946428401,11,4,1
Present,8,4,Static,1,0.900853473855022,11,4,1
Absent,12,2,Static,2,1.5509450077534,11,4,1
Absent,8,2,Static,2,1.64091788621408,11,4,1
Absent,12,2,Static,2,1.670926113733,11,4,1
Present,16,2,Static,1,0.610783325089869,11,4,1
Absent,8,3,Dynamic,2,2.92106194129701,11,4,1
Absent,16,1,Dynamic,1,2.31102120301875,11,4,0
Absent,12,2,Dynamic,2,2.71111304400074,11,4,1
Absent,8,3,Dynamic,2,1.97094621070391,11,4,1
Present,16,3,Dynamic,1,1.33090567258296,11,4,1
Absent,12,4,Dynamic,2,1.94093235671608,11,4,1
Absent,16,1,Dynamic,1,2.12100249846299,11,4,0
Absent,8,1,Dynamic,2,2.0910064407999,11,4,1
Absent,12,1,Dynamic,2,2.16108921721388,11,4,1
Present,12,3,Dynamic,1,1.09081919074924,11,4,1
Absent,8,4,Dynamic,2,1.57090322691511,11,4,1
Absent,16,3,Dynamic,2,1.68095992501549,11,4,1
Absent,8,2,Dynamic,2,1.45090550249915,11,4,1
Present,8,2,Dynamic,1,1.08085007050613,11,4,1
Present,12,4,Dynamic,1,0.780809473575573,11,4,1
Absent,8,4,Dynamic,2,1.620921518459,11,4,1
Present,16,4,Dynamic,1,1.28086579842602,11,4,1
Present,8,1,Dynamic,1,0.940822040070998,11,4,1
Present,12,1,Dynamic,1,1.55091707656175,11,4,1
Present,8,1,Dynamic,1,1.1208609532041,11,4,1
Present,16,2,Dynamic,1,0.910815346316667,11,4,1
Absent,16,3,Dynamic,2,1.32091311250224,11,4,1
Present,16,4,Dynamic,1,0.940817952710859,11,4,1
Absent,12,1,Dynamic,1,1.64094672697138,11,4,0
Present,8,2,Dynamic,1,0.710868555188426,11,4,1
Absent,16,2,Dynamic,2,1.9009511468139,11,4,1
Present,8,3,Dynamic,1,1.10082599310226,11,4,1
Present,12,1,Dynamic,1,1.00083001463463,11,4,1
Absent,16,2,Dynamic,2,2.03100946087579,11,4,1
Present,12,2,Dynamic,1,1.14086044596115,11,4,1
Present,16,1,Dynamic,2,1.86096262163119,11,4,0
Present,8,4,Dynamic,1,0.710786541314519,11,4,1
Absent,16,4,Dynamic,2,1.44090870936634,11,4,1
Absent,8,1,Dynamic,2,1.70093067224843,11,4,1
Present,16,1,Dynamic,1,0.660847007993652,11,4,1
Present,8,4,Dynamic,1,0.770852152279986,11,4,1
Absent,12,4,Dynamic,2,1.26086525776554,11,4,1
Present,12,3,Dynamic,1,0.649449017255392,11,4,1
Present,12,4,Dynamic,1,0.870910593990629,11,4,1
Present,16,2,Dynamic,2,1.20087331519971,11,4,0
Absent,8,2,Dynamic,2,1.03087663668157,11,4,1
Present,12,2,Dynamic,1,0.560793252780059,11,4,1
Absent,16,4,Dynamic,2,1.41086946040923,11,4,1
Present,16,3,Dynamic,1,0.680797142324082,11,4,1
Absent,12,3,Dynamic,2,1.10090047850645,11,4,1
Absent,12,2,Dynamic,1,1.41091045598478,11,4,0
Present,8,3,Dynamic,1,0.600797253595374,11,4,1
Absent,12,3,Dynamic,2,0.820787081975141,11,4,1
Absent,16,1,Dynamic,2,1.39091123623257,11,4,1
Present,12,4,Dynamic,2,2.49101346637144,11,4,0
Absent,16,2,Dynamic,2,1.13084657359468,11,4,1
Absent,8,1,Dynamic,2,1.24087928283916,11,4,1
Absent,8,2,Dynamic,2,1.06084640985864,11,4,1
Absent,8,2,Dynamic,2,1.26087528737116,11,4,1
Absent,12,3,Dynamic,1,1.77100835115561,11,4,0
Present,8,3,Dynamic,1,0.590784308504226,11,4,1
Present,12,1,Dynamic,1,0.980826619639629,11,4,1
Present,16,2,Dynamic,1,1.16086369559889,11,4,1
Absent,16,3,Dynamic,2,1.28087242468246,11,4,1
Present,8,2,Dynamic,1,0.880836069489305,11,4,1
Absent,12,2,Dynamic,2,0.890802761106897,11,4,1
Present,16,3,Dynamic,1,0.820814351207446,11,4,1
Absent,8,3,Dynamic,2,1.3208474865005,11,4,1
Absent,16,3,Dynamic,1,1.28088217359982,11,4,0
Present,16,4,Dynamic,1,1.65091675911572,11,4,1
Present,8,3,Dynamic,1,0.760867080571188,11,4,1
Present,12,2,Dynamic,1,0.690836136322105,11,4,1
Absent,16,2,Dynamic,2,1.13087039704078,11,4,1
Absent,12,1,Dynamic,2,1.12084220220277,11,4,1
Absent,8,4,Dynamic,2,0.93082470828449,11,4,1
Absent,8,1,Dynamic,1,1.18087309766634,11,4,0
Absent,12,4,Dynamic,2,0.880853256656337,11,4,1
Present,12,1,Dynamic,1,1.10085268358307,11,4,1
Absent,12,4,Dynamic,2,1.43087475506582,11,4,1
Absent,8,4,Dynamic,2,0.810855413614263,11,4,1
Present,8,2,Dynamic,1,1.49088426840535,11,4,1
Absent,12,2,Dynamic,1,0.970836092212267,11,4,0
Absent,8,3,Dynamic,2,1.06084127225586,11,4,1
Present,16,1,Dynamic,2,1.2608841414276,11,4,0
Absent,12,1,Dynamic,2,1.35092055108544,11,4,1
Present,8,4,Dynamic,1,0.890796235096786,11,4,1
Absent,16,4,Dynamic,2,1.07082323400027,11,4,1
Present,16,4,Dynamic,1,0.670807451948349,11,4,1
Present,16,3,Dynamic,1,0.770834168159126,11,4,1
Present,16,2,Dynamic,1,1.55091762290067,11,4,1
Present,8,4,Dynamic,1,0.870843885331851,11,4,1
Absent,12,3,Dynamic,2,1.59097413253949,11,4,1
Present,8,1,Dynamic,1,0.760821358398971,11,4,1
Present,12,3,Dynamic,1,1.03086181531944,11,4,1
Present,12,3,Dynamic,1,0.860835433597458,11,4,1
Present,12,2,Dynamic,1,0.820795444824398,11,4,1
Present,8,1,Dynamic,1,0.960859408414763,11,4,1
Present,12,4,Dynamic,1,0.730811895182342,11,4,1
Present,16,1,Dynamic,1,0.910833525584167,11,4,1
Absent,16,1,Dynamic,1,0.780820545403913,11,4,0
Absent,16,4,Dynamic,1,0.990862187567473,11,4,0
Present,12,2,Dynamic,1,1.84097083277629,11,4,1
Present,8,2,Dynamic,1,0.650790871939535,11,4,1
Absent,16,2,Dynamic,1,1.35088825685671,11,4,0
Absent,8,4,Dynamic,2,0.93083952195957,11,4,1
Present,8,3,Dynamic,1,1.07086513413014,11,4,1
Absent,16,3,Dynamic,2,2.05100623964063,11,4,1
Present,12,1,Dynamic,2,1.16085671848305,11,4,0
Absent,16,4,Dynamic,2,1.20085530334472,11,4,1
Present,8,4,Dynamic,1,0.780817575785477,11,4,1
Present,12,3,Dynamic,1,1.62091362141837,11,4,1
Present,12,2,Dynamic,1,0.76080859207832,11,4,1
Present,8,4,Dynamic,1,1.04085894394302,11,4,1
Absent,8,3,Dynamic,2,1.61094660400158,11,4,1
Absent,16,2,Dynamic,2,1.72094161342466,11,4,1
Absent,8,3,Dynamic,2,1.14088042497497,11,4,1
Present,16,1,Dynamic,1,0.69083191095342,11,4,1
Present,16,2,Dynamic,1,0.950833140637769,11,4,1
Absent,12,1,Dynamic,2,0.84085544368827,11,4,1
Present,16,2,Dynamic,1,0.910804865603495,11,4,1
Absent,12,4,Dynamic,2,1.120866627125,11,4,1
Absent,12,3,Dynamic,2,1.10086707121445,11,4,1
Present,16,3,Dynamic,1,1.16091854516526,11,4,1
Present,12,3,Dynamic,1,0.800824213738451,11,4,1
Absent,12,2,Dynamic,2,0.820832864292242,11,4,1
Absent,12,2,Dynamic,2,1.27087593997203,11,4,1
Absent,8,1,Dynamic,2,0.730819719379724,11,4,1
Absent,12,1,Dynamic,2,0.820840710877746,11,4,1
Present,16,3,Dynamic,1,1.04087163741679,11,4,1
Absent,8,2,Dynamic,2,0.910860331347067,11,4,1
Present,8,3,Dynamic,1,1.44090368203433,11,4,1
Present,16,4,Dynamic,2,2.00096999639209,11,4,0
Absent,16,1,Dynamic,2,1.19086677548876,11,4,1
Present,12,4,Dynamic,1,0.510764540673335,11,4,1
Absent,12,3,Dynamic,2,0.830810337360163,11,4,1
Absent,8,4,Dynamic,2,0.9909340465274,11,4,1
Present,8,1,Dynamic,1,0.670806950718543,11,4,1
Absent,16,4,Dynamic,2,1.67095071909716,11,4,1
Absent,8,1,Dynamic,2,0.700801745282661,11,4,1
Present,16,4,Dynamic,1,0.700792364599693,11,4,1
Present,12,4,Dynamic,1,1.08085232871235,11,4,1
Present,8,2,Dynamic,1,0.860847049762015,11,4,1
Absent,16,1,Dynamic,2,1.11086966591392,11,4,1
Absent,16,3,Dynamic,2,1.24089571849618,11,4,1
Present,16,1,Dynamic,1,0.600776454901279,11,4,1
Absent,8,2,Dynamic,2,0.80085875113582,11,4,1
Present,8,1,Dynamic,1,0.960804498701691,11,4,1
Present,12,1,Dynamic,1,0.700803587133123,11,4,1
Absent,12,4,Dynamic,1,0.960828868490353,11,4,0
Absent,16,3,Static,2,1.27093341597902,11,4,1
Absent,12,4,Static,2,1.04090501697465,11,4,1
Present,8,4,Static,1,0.670765175564156,11,4,1
Absent,16,4,Static,2,1.00084758006415,11,4,1
Absent,12,3,Static,2,0.910846126496835,11,4,1
Present,12,2,Static,1,0.540786226543787,11,4,1
Present,16,2,Static,1,0.59078666662208,11,4,1
Absent,8,3,Static,2,0.640841051714233,11,4,1
Present,12,4,Static,1,0.690816778829685,11,4,1
Present,16,4,Static,1,0.720836462120133,11,4,1
Present,8,1,Static,1,0.550790011495337,11,4,1
Absent,12,1,Static,2,0.90081110223764,11,4,1
Absent,8,3,Static,2,0.780858699343298,11,4,1
Present,8,2,Static,1,0.5607529689496,11,4,1
Absent,16,2,Static,2,1.2108489911916,11,4,1
Present,8,3,Static,1,0.60078212614826,11,4,1
Absent,12,1,Static,2,0.660806681391477,11,4,1
Present,8,1,Static,2,0.570814465489093,11,4,0
Present,16,2,Static,1,0.670811562031304,11,4,1
Present,12,1,Static,2,1.04083043399805,11,4,0
Absent,16,2,Static,2,1.33091356193836,11,4,1
Present,12,1,Static,1,0.610827666207115,11,4,1
Present,12,3,Static,1,0.590818763032075,11,4,1
Present,16,3,Static,1,1.37091795638662,11,4,1
Present,8,2,Static,1,0.800855520543337,11,4,1
Present,12,2,Static,1,0.700814947671461,11,4,1
Absent,16,3,Static,2,1.57093270657424,11,4,1
Absent,8,4,Static,2,1.02085178705056,11,4,1
Present,16,3,Static,1,0.940841853680467,11,4,1
Absent,8,2,Static,2,0.750803270691904,11,4,1
Absent,8,1,Static,2,1.00084342486844,11,4,1
Present,8,3,Static,1,0.740813123864427,11,4,1
Present,16,1,Static,1,0.820913083431151,11,4,1
Absent,16,4,Static,2,1.74092039035713,11,4,1
Absent,16,1,Static,2,1.40087050229886,11,4,1
Present,8,4,Static,1,0.730785204701533,11,4,1
Absent,12,3,Static,2,1.70097050497134,11,4,1
Absent,8,4,Static,2,0.720824976275253,11,4,1
Absent,12,2,Static,2,1.42084943962436,11,4,1
Absent,8,2,Static,2,1.17088360277376,11,4,1
Present,12,3,Static,1,0.920824504451957,11,4,1
Absent,16,1,Static,2,1.62103340796239,11,4,1
Present,16,4,Static,1,0.700787587882587,11,4,1
Absent,12,4,Static,2,1.21089109949753,11,4,1
Absent,12,2,Static,2,1.15086835369584,11,4,1
Present,16,1,Static,2,1.46089045859117,11,4,0
Present,12,4,Static,1,0.540808453406498,11,4,1
Absent,8,1,Static,2,0.910852945893566,11,4,1
Present,8,1,Dynamic,1,1.83092491646312,11,4,1
Absent,12,2,Dynamic,2,1.52088633113271,11,4,1
Absent,16,3,Dynamic,2,1.75094833257572,11,4,1
Absent,8,3,Dynamic,2,1.84098240616913,11,4,1
Absent,12,3,Dynamic,2,1.59178365590196,11,4,1
Present,16,2,Dynamic,1,1.18090866993589,11,4,1
Absent,8,4,Dynamic,2,1.40087322130239,11,4,1
Present,12,4,Dynamic,1,0.68079221523476,11,4,1
Present,8,1,Dynamic,1,0.870837028509413,11,4,1
Absent,8,2,Dynamic,2,1.3808573259721,11,4,1
Absent,8,3,Dynamic,2,2.26109277159958,11,4,1
Absent,8,4,Dynamic,2,1.52091353019387,11,4,1
Absent,16,4,Dynamic,2,1.45088858332383,11,4,1
Present,12,1,Dynamic,1,0.570770577816802,11,4,1
Absent,12,3,Dynamic,2,1.34087421139702,11,4,1
Present,12,3,Dynamic,1,0.680818093722337,11,4,1
Present,16,1,Dynamic,1,1.04085343542647,11,4,1
Present,16,4,Dynamic,1,1.6509433693991,11,4,1
Present,16,1,Dynamic,1,0.560787628983235,11,4,1
Present,12,4,Dynamic,1,0.970845126710628,11,4,1
Present,8,3,Dynamic,1,0.820876784377106,11,4,1
Absent,12,1,Dynamic,2,1.50093187620405,11,4,1
Present,8,2,Dynamic,1,0.680821103440394,11,4,1
Present,16,4,Dynamic,1,0.800818196308683,11,4,1
Present,8,4,Dynamic,1,0.750830968643641,11,4,1
Present,8,2,Dynamic,1,0.88086432648015,11,4,1
Present,16,2,Dynamic,1,0.80078924294321,11,4,1
Present,12,3,Dynamic,1,0.670811722091457,11,4,1
Absent,12,1,Dynamic,1,0.900843782414086,11,4,0
Absent,12,4,Dynamic,2,1.54096396325622,11,4,1
Present,8,4,Dynamic,1,0.920883549306382,11,4,1
Absent,16,1,Dynamic,2,1.1508451243717,11,4,1
Present,16,3,Dynamic,1,0.900828550042206,11,4,1
Present,8,3,Dynamic,1,0.840913553918654,11,4,1
Absent,16,3,Dynamic,2,1.03090029973464,11,4,1
